rv,smi,cur_sentence,seed
12.3,Cc1c(-c2nc(C3Cc4ccc(F)cc43)no2)nnn1Cc1ccc(-c2nn[n-]n2)cc1,[BOS]Cc1c(-c2nc([C@@H]3Cc4ccc(F)cc43)no2)nnn1Cc1ccc(-c2nn[n-]n2)cc1[EOS],42
12.9,O=C(Nc1cc(C2CCCCN2C(=O)c2cc(Cl)ccc2F)[nH]n1)c1cnc2c(F)c(F)ccc2c1,[BOS]O=C(Nc1cc([C@@H]2CCCCN2C(=O)c2cc(Cl)ccc2F)[nH]n1)c1cnc2c(F)c(F)ccc2c1[EOS],42
12.4,Cn1c(-c2ccc(NC(=O)C3CCCCN3S(=O)(=O)Cc3ccccc3)cc2)nc2ccccc21,[BOS]Cn1c(-c2ccc(NC(=O)[C@H]3CCCCN3S(=O)(=O)Cc3ccccc3)cc2)nc2ccccc21[EOS][EOS][EOS][EOS],42
13.9,O=C(NCc1cc(=O)oc2cc3c(cc12)OCO3)N1CCC2(CC1)c1ncc(-c3ccccc3)n1CCC2O,[BOS]O=C(NCc1cc(=O)oc2cc3c(cc12)OCO3)N1CCC2(CC1)c1ncc(-c3ccccc3)n1CC[C@H]2O[EOS],42
13.7,O=C(NCCc1coc(-c2ccc(F)cc2)n1)N1CCC2(C1)Oc1cccc3c1N2CCc1ccccc1-3,[BOS]O=C(NCCc1coc(-c2ccc(F)cc2)n1)N1CCC2(C1)Oc1cccc3c1N2CCc1ccccc1-3[EOS],42
13.4,O=C(CCC(=O)N1CCCCC1c1[nH]c(-c2cccc(F)c2)c[nH+]1)N1CCN(c2ccccn2)CC1,[BOS]O=C(CCC(=O)N1CCCC[C@H]1c1[nH]c(-c2cccc(F)c2)c[nH+]1)N1CCN(c2ccccn2)CC1[EOS],42
14.3,O=C(NC1C2COCC1CN(C(=O)c1cccc3c1oc1ccccc13)C2)c1ccc2c(c1)CCCC2=O,[BOS]O=C(N[C@H]1[C@@H]2COC[C@H]1CN(C(=O)c1cccc3c1oc1ccccc13)C2)c1ccc2c(c1)CCCC2=O[EOS],42
12.7,O=C(COc1ccc2oc3c(c2c1)CCCC3)Nc1ccc(CC(=O)N2CCN(c3ccccn3)CC2)cc1,[BOS]O=C(COc1ccc2oc3c(c2c1)CCCC3)Nc1ccc(CC(=O)N2CCN(c3ccccn3)CC2)cc1[EOS][EOS][EOS][EOS][EOS][EOS][EOS][EOS],42
12.9,Cc1cc2cc(NC(=O)C(c3c[nH]c4cc(F)ccc34)C(F)(F)F)cc(F)c2n(C)c1=O,[BOS]Cc1cc2cc(NC(=O)[C@@H](c3c[nH]c4cc(F)ccc34)C(F)(F)F)cc(F)c2n(C)c1=O[EOS],42
13.0,CC(c1ccc2ccccc2c1)N1C(=O)N=C(O)C2(Cc3ccccc3N3CCCCC32)C1=O,[BOS]C[C@H](c1ccc2ccccc2c1)N1C(=O)N=C(O)[C@]2(Cc3ccccc3N3CCCC[C@@H]32)C1=O[EOS][EOS][EOS][EOS][EOS][EOS],42
13.0,c1ccc(C2(c3nnc(C4COc5ccccc5O4)c4ccccc34)CCCCC2)cc1,[BOS]c1ccc(C2(c3nnc([C@H]4COc5ccccc5O4)c4ccccc34)CCCCC2)cc1[EOS],42
12.2,Cc1ccc(O)c(C(=O)N2CCC(OC3CCN(C(=O)c4c[nH]c5cc(Cl)ccc45)CC3)CC2)c1,[BOS]Cc1ccc(O)c(C(=O)N2CCC(OC3CCN(C(=O)c4c[nH]c5cc(Cl)ccc45)CC3)CC2)c1[EOS][EOS],42
13.9,COc1ccc2[nH]cc(C(=O)N3CCCCC3C3CCN(C(=O)CCN4Cc5ccccc5C4=O)CC3)c2c1,[BOS]COc1ccc2[nH]cc(C(=O)N3CCCC[C@H]3C3CCN(C(=O)CCN4Cc5ccccc5C4=O)CC3)c2c1[EOS],42
13.5,O=C(Nc1cc(C2CCCCN2C(=O)C(F)c2ccccc2)[nH]n1)c1ccc2cc(O)ccc2n1,[BOS]O=C(Nc1cc([C@@H]2CCCCN2C(=O)[C@H](F)c2ccccc2)[nH]n1)c1ccc2cc(O)ccc2n1[EOS],42
13.5,O=c1c2ccccc2c(-c2cc(F)c(F)c(F)c2)nn1Cc1nc(Cc2cccc3ccccc23)no1,[BOS]O=c1c2ccccc2c(-c2cc(F)c(F)c(F)c2)nn1Cc1nc(Cc2cccc3ccccc23)no1[EOS],42
12.4,CC(NC(=O)C(=O)N1CCC(C(=O)c2ccccc2)CC1)C(=O)N1Cc2ccccc2C1,[BOS]C[C@H](NC(=O)C(=O)N1CCC(C(=O)c2ccccc2)CC1)C(=O)N1Cc2ccccc2C1[EOS][EOS][EOS][EOS][EOS][EOS][EOS],42
14.1,O=C(NCC1CCCc2ccccc21)N1CCCC2(COCCN(c3cccc(C(F)(F)F)c3)C2)C1,[BOS]O=C(NC[C@@H]1CCCc2ccccc21)N1CCC[C@]2(COCCN(c3cccc(C(F)(F)F)c3)C2)C1[EOS],42
12.7,O=C1Cc2cc(C(=O)N3CCC(OC4CCN(C(=O)C5Cc6ccccc6O5)CC4)CC3)ccc2N1,[BOS]O=C1Cc2cc(C(=O)N3CCC(OC4CCN(C(=O)[C@H]5Cc6ccccc6O5)CC4)CC3)ccc2N1[EOS][EOS],42
12.9,Cc1cccc(C2CCCN2C(=O)C(=O)Nc2cc3c(cc2F)CCC(=O)N3Cc2ccccc2)c1C,[BOS]Cc1cccc([C@@H]2CCCN2C(=O)C(=O)Nc2cc3c(cc2F)CCC(=O)N3Cc2ccccc2)c1C[EOS],42
13.2,Cn1ncc2cc(C(=O)NC3C4COCC3CN(C(=O)c3c[nH+]c5cc(C(F)(F)F)ccn35)C4)ccc21,[BOS]Cn1ncc2cc(C(=O)N[C@H]3[C@@H]4COC[C@H]3CN(C(=O)c3c[nH+]c5cc(C(F)(F)F)ccn35)C4)ccc21[EOS][EOS][EOS][EOS][EOS][EOS],42
12.8,O=C1Nc2ccccc2CCC1NC(=O)N1CCNC(=O)C1c1cc(F)c(F)c(F)c1,[BOS]O=C1NCCN(C(=O)N[C@H]2CCc3ccccc3NC2=O)[C@H]1c1cc(F)c(F)c(F)c1[EOS],42
12.4,Cc1ccn(CC(=O)N2CCCCC2c2cc(NC(=O)c3ccc4c(c3)CCCC4=O)n[nH]2)n1,[BOS]Cc1ccn(CC(=O)N2CCCC[C@H]2c2cc(NC(=O)c3ccc4c(c3)CCCC4=O)n[nH]2)n1[EOS],42
12.5,O=C(Nc1ccc(-n2ncc3ccccc32)cc1)c1cc2ccccc2n1Cc1cccc(F)c1F,[BOS]O=C(Nc1ccc(-n2ncc3ccccc32)cc1)c1cc2ccccc2n1Cc1cccc(F)c1F[EOS],42
13.2,O=C(C1CC(c2cccc(F)c2)=NO1)N1CCc2c(cccc2NS(=O)(=O)c2ccccc2)C1,[BOS]O=C([C@H]1CC(c2cccc(F)c2)=NO1)N1CCc2c(cccc2NS(=O)(=O)c2ccccc2)C1[EOS],42
13.5,Cc1nnc2ccc(NC(=O)NC3C4CCC(C4)C3C(=O)OCC3c4ccccc4-c4ccccc43)nn12,[BOS]Cc1nnc2ccc(NC(=O)N[C@@H]3[C@H]4CC[C@@H](C4)[C@H]3C(=O)OCC3c4ccccc4-c4ccccc43)nn12[EOS],42
12.7,O=C1NC(=O)C(Cc2ccc(NC(=O)N3Cc4ccccc4-c4ccccc4C3)cc2)N1,[BOS]O=C1NC(=O)[C@H](Cc2ccc(NC(=O)N3Cc4ccccc4-c4ccccc4C3)cc2)N1[EOS],42
13.0,O=C(CC1COc2ccccc2O1)N1CCC(C2CCCCN(C(=O)c3ccc[n+]([O-])c3)C2)CC1,[BOS]O=C(C[C@@H]1COc2ccccc2O1)N1CCC([C@@H]2CCCCN(C(=O)c3ccc[n+]([O-])c3)C2)CC1[EOS],42
13.8,O=C(CC1OCCc2ccccc21)NC1C2COCC1CN(C(=O)Cc1ccc3ccccc3c1)C2,[BOS]O=C(C[C@@H]1OCCc2ccccc21)N[C@H]1[C@@H]2COC[C@H]1CN(C(=O)Cc1ccc3ccccc3c1)C2[EOS],42
13.2,O=C(NC1COc2c(F)cc(F)cc2C1)NC1CCOc2c(-c3ccccc3)cccc21,[BOS]O=C(N[C@@H]1CCOc2c(-c3ccccc3)cccc21)N[C@@H]1COc2c(F)cc(F)cc2C1[EOS],42
12.3,NC(=O)NC(CC(=O)N1Cc2ccccc2C2CCCC21)c1cccc(Oc2ccccc2)c1,[BOS]NC(=O)N[C@@H](CC(=O)N1Cc2ccccc2[C@H]2CCC[C@H]21)c1cccc(Oc2ccccc2)c1[EOS],42
12.7,Cc1cccc(Cl)c1C(=O)NCC1OCC2CCN(C(=O)c3[nH]nc4c3CCc3ncccc3-4)CC21,[BOS]Cc1cccc(Cl)c1C(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)c3[nH]nc4c3CCc3ncccc3-4)C[C@@H]21[EOS],42
13.6,O=C(NC1C2COCC1CN(C(=O)C1CCc3ccccc31)C2)c1[nH]nc2c1CCc1ncccc1-2,[BOS]O=C(N[C@H]1[C@@H]2COC[C@H]1CN(C(=O)[C@H]1CCc3ccccc31)C2)c1[nH]nc2c1CCc1ncccc1-2[EOS],42
12.5,Cc1c(NC(=O)c2nn(Cc3ccccc3)c(=O)c3ccccc23)ncnc1-c1ccccc1,[BOS]Cc1c(NC(=O)c2nn(Cc3ccccc3)c(=O)c3ccccc23)ncnc1-c1ccccc1[EOS][EOS][EOS][EOS][EOS][EOS][EOS][EOS],42
13.0,Cc1ccc(C(=O)N2CCCCC2c2cc(NC(=O)CC3CNc4ccccc4O3)n[nH]2)c(C)c1F,[BOS]Cc1ccc(C(=O)N2CCCC[C@@H]2c2cc(NC(=O)C[C@H]3CNc4ccccc4O3)n[nH]2)c(C)c1F[EOS],42
12.8,O=C(NCC1OCC2CCN(C(=O)C3CC4(CCC4)C3)CC21)C1CCc2[nH]c(=O)[nH]c(=O)c2C1,[BOS]O=C(NC[C@@H]1OC[C@@H]2CCN(C(=O)C3CC4(CCC4)C3)C[C@@H]21)[C@@H]1CCc2[nH]c(=O)[nH]c(=O)c2C1[EOS],42
13.3,Cn1c(=O)oc2cc(S(=O)(=O)N3CC[NH+](C(C(=O)NCc4ccccc4)c4ccccc4)CC3)ccc21,[BOS]Cn1c(=O)oc2cc(S(=O)(=O)N3CC[NH+]([C@H](C(=O)NCc4ccccc4)c4ccccc4)CC3)ccc21[EOS],42
13.0,FC(F)(F)c1ccc(-n2ncc(-c3nnc(Cc4ccc5ccccc5c4)o3)c2Cc2ccc(Cl)cc2)cc1,[BOS]FC(F)(F)c1ccc(-n2ncc(-c3nnc(Cc4ccc5ccccc5c4)o3)c2Cc2ccc(Cl)cc2)cc1[EOS],42
12.5,Cn1ccc2cc(-c3noc(CC(O)(c4ccc5ccccc5c4)C(F)(F)F)n3)ccc2c1=O,[BOS]Cn1ccc2cc(-c3noc(C[C@@](O)(c4ccc5ccccc5c4)C(F)(F)F)n3)ccc2c1=O[EOS],42
13.1,O=C(NCC1CC[NH+](Cc2nc3ccccc3c(=O)[nH]2)CC1)C1CC1c1ccc2ccccc2c1,[BOS]O=C(NCC1CC[NH+](Cc2nc3ccccc3c(=O)[nH]2)CC1)[C@@H]1C[C@H]1c1ccc2ccccc2c1[EOS],42
12.3,O=C(Nc1nnc(-c2ccncc2)s1)C(=O)N1CCCC1CC(=O)c1ccc2c(c1)CCC2,[BOS]O=C(C[C@@H]1CCCN1C(=O)C(=O)Nc1nnc(-c2ccncc2)s1)c1ccc2c(c1)CCC2[EOS],42
12.6,Fc1cc2c(cc1F)CC([NH+]1CCC(c3ccc4ccccc4c3)CC1)CC2,[BOS]Fc1cc2c(cc1F)C[C@H]([NH+]1CCC(c3ccc4ccccc4c3)CC1)CC2[EOS],42
13.5,O=C(NC1C2CCC1Cc1ccccc1C2)C(=O)N1CC(c2ccccc2)C2COCCC21,[BOS]O=C(NC1[C@H]2CC[C@H]1Cc1ccccc1C2)C(=O)N1C[C@H](c2ccccc2)[C@H]2COCC[C@H]21[EOS],42
13.3,O=S(=O)(Nc1ccccc1)c1ccc2c(c1)C1C=CCC1C(c1cccc3ccccc13)N2,[BOS]O=S(=O)(Nc1ccccc1)c1ccc2c(c1)[C@@H]1C=CC[C@H]1[C@@H](c1cccc3ccccc13)N2[EOS],42
13.7,O=C(Nc1cccc(Cn2c([O-])c(Cc3cccc4ccccc34)[nH]c2=O)c1)c1ccc2c(c1)OCO2,[BOS]O=C(Nc1cccc(Cn2c([O-])c(Cc3cccc4ccccc34)[nH]c2=O)c1)c1ccc2c(c1)OCO2[EOS],42
12.5,Cc1cc(OC(=O)C2CC(=O)N(c3cccc(C)c3C)C2)ccc1-c1ncn(Cc2cccc(F)c2)n1,[BOS]Cc1cccc(N2C[C@@H](C(=O)Oc3ccc(-c4ncn(Cc5cccc(F)c5)n4)c(C)c3)CC2=O)c1C[EOS][EOS][EOS][EOS][EOS][EOS][EOS],42
13.1,Cc1nc(F)ccc1C(=O)N1CCCCC1C1CCN(C(=O)Cc2ccc3c(c2)CCCO3)CC1,[BOS]Cc1nc(F)ccc1C(=O)N1CCCC[C@@H]1C1CCN(C(=O)Cc2ccc3c(c2)CCCO3)CC1[EOS],42
12.3,Cc1ccc(N2CCN(C(=O)NCC3CCN(c4ccccc4F)C3)C(C)C2)cc1C,[BOS]Cc1ccc(N2CCN(C(=O)NC[C@@H]3CCN(c4ccccc4F)C3)[C@@H](C)C2)cc1C[EOS][EOS][EOS][EOS][EOS],42
12.6,O=C(C(c1c[nH]c2ccccc12)C(F)(F)F)N1CCC(N2CCc3cc(F)ccc32)CC1,[BOS]O=C([C@@H](c1c[nH]c2ccccc12)C(F)(F)F)N1CCC(N2CCc3cc(F)ccc32)CC1[EOS],42
12.6,O=C(Cc1[nH]nc2ccccc12)Nc1nc2ccccc2n1Cc1cccc(C(F)(F)F)c1,[BOS]O=C(Cc1[nH]nc2ccccc12)Nc1nc2ccccc2n1Cc1cccc(C(F)(F)F)c1[EOS],42
12.5,OC(=NC1Cc2ccccc2C1)N1Cc2ccccc2-n2cccc2C1c1c(F)cc(F)c(F)c1Cl,[BOS]OC(=NC1Cc2ccccc2C1)N1Cc2ccccc2-n2cccc2C1c1c(F)cc(F)c(F)c1Cl[EOS],42
11.7,Cc1ccc(C(=O)NCCC(=O)NCc2ccc3nnc(-c4ccc(F)cc4)n3c2)c(O)c1C,[BOS]Cc1ccc(C(=O)NCCC(=O)NCc2ccc3nnc(-c4ccc(F)cc4)n3c2)c(O)c1C[EOS],42
13.6,O=C(Cn1c([O-])cn2c(cc3ccccc32)c1=O)NC1CCCC1c1cccc(C(F)(F)F)c1,[BOS]O=C(Cn1c([O-])cn2c(cc3ccccc32)c1=O)N[C@H]1CCC[C@H]1c1cccc(C(F)(F)F)c1[EOS],42
13.1,O=C(CCc1c[nH]c2ccc(F)cc12)N1CCC2C1CCN2C(=O)C1CCN(c2ccc(F)cn2)CC1,[BOS]O=C(CCc1c[nH]c2ccc(F)cc12)N1CC[C@H]2[C@@H]1CCN2C(=O)C1CCN(c2ccc(F)cn2)CC1[EOS][EOS],42
13.0,Cc1nc(NC(=O)NCc2cccc3cccnc23)sc1Cc1cccc2ccccc12,[BOS]Cc1nc(NC(=O)NCc2cccc3cccnc23)sc1Cc1cccc2ccccc12[EOS],42
13.9,O=C(Cc1ccc2c(c1)CCC2)N1CCC(C2CCCCN2C(=O)C2CCc3ccccc3O2)CC1,[BOS]O=C(Cc1ccc2c(c1)CCC2)N1CCC([C@H]2CCCCN2C(=O)[C@@H]2CCc3ccccc3O2)CC1[EOS],42
13.8,CC1(c2ccc3ccccc3c2)NC(=O)N(C[NH+]2CCC(c3c[nH]c4ccc(F)cc34)CC2)C1=O,[BOS]C[C@]1(c2ccc3ccccc3c2)NC(=O)N(C[NH+]2CCC(c3c[nH]c4ccc(F)cc34)CC2)C1=O[EOS],42
14.0,O=C(NC1CC2CCC(C1)N2C(=O)c1ccc2nc[nH]c2c1)c1[nH]nc2c1CCc1ncccc1-2,[BOS]O=C(N[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)c1ccc2nc[nH]c2c1)c1[nH]nc2c1CCc1ncccc1-2[EOS],42
12.8,O=C1C([NH+]2CCCC(C[NH+]3CCNCc4cc(F)ccc43)C2)CCN1c1ccc2ccc(F)cc2n1,[BOS]O=C1[C@@H]([NH+]2CCC[C@@H](C[NH+]3CCNCc4cc(F)ccc43)C2)CCN1c1ccc2ccc(F)cc2n1[EOS],42
14.4,O=C(NC1C2COCC1CN(C(=O)c1cccc3c1oc1ccccc13)C2)c1ccc(-c2ccccc2)cc1,[BOS]O=C(N[C@H]1[C@@H]2COC[C@H]1CN(C(=O)c1cccc3c1oc1ccccc13)C2)c1ccc(-c2ccccc2)cc1[EOS],42
14.0,O=C(C[NH+]1CCC2(CCc3ccccc3C2)CC1)N1CCCC1c1ccc2c(c1)OCCCO2,[BOS]O=C(C[NH+]1CCC2(CCc3ccccc3C2)CC1)N1CCC[C@@H]1c1ccc2c(c1)OCCCO2[EOS],42
11.8,CCCc1c(NC(=O)Cn2c3ccccc3c(=O)c3ccccc32)cnn1-c1cccc(C)c1,[BOS]CCCc1c(NC(=O)Cn2c3ccccc3c(=O)c3ccccc32)cnn1-c1cccc(C)c1[EOS][EOS][EOS][EOS][EOS][EOS][EOS][EOS],42
14.2,O=C(C1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1)N1CC=C(c2ccc3c(c2)OCCO3)CC1,[BOS]O=C(C1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1)N1CC=C(c2ccc3c(c2)OCCO3)CC1[EOS],42
13.1,O=C(CCc1ccc2ccccc2c1)N1CCN(C(=O)c2cc3c(s2)-c2ccccc2CC3)CC1,[BOS]O=C(CCc1ccc2ccccc2c1)N1CCN(C(=O)c2cc3c(s2)-c2ccccc2CC3)CC1[EOS],42
14.0,[NH2+]=C(NC(=O)C1CCC2(CC1)[NH2+]CCc1ccccc12)c1ccc2cc(O)ccc2c1,[BOS][NH2+]=C(NC(=O)C1CCC2(CC1)[NH2+]CCc1ccccc12)c1ccc2cc(O)ccc2c1[EOS],42
13.5,O=C(Nc1cccc(CS(=O)(=O)c2ccc(F)cc2F)c1)C(O)C(O)C1=c2ccccc2=[NH+]C1,[BOS]O=C(Nc1cccc(CS(=O)(=O)c2ccc(F)cc2F)c1)[C@@H](O)[C@H](O)C1=c2ccccc2=[NH+]C1[EOS],42
12.7,O=C(Nc1ccc2nc(CC3CCCCC3)[nH]c2c1)C1CC12CCCc1ccccc12,[BOS]O=C(Nc1ccc2nc(CC3CCCCC3)[nH]c2c1)[C@H]1C[C@]12CCCc1ccccc12[EOS],42
12.1,Cc1ccccc1-c1ccccc1C[NH+]1CCC(c2nnc3n2CCCC3)CC1,[BOS]Cc1ccccc1-c1ccccc1C[NH+]1CCC(c2nnc3n2CCCC3)CC1[EOS],42
12.6,Cc1ccc(OCc2ccccc2)nc1N1CC2CC(c3noc(-c4cccc(F)c4)n3)C2C1,[BOS]Cc1ccc(OCc2ccccc2)nc1N1C[C@@H]2C(c3noc(-c4cccc(F)c4)n3)C[C@@H]2C1[EOS],42
12.7,O=C1CCCc2cc(-c3noc(C4(c5coc6ccccc56)CCCCC4)n3)c([O-])cc21,[BOS]O=C1CCCc2cc(-c3noc(C4(c5coc6ccccc56)CCCCC4)n3)c([O-])cc21[EOS],42
14.0,O=C(NC1CC2CCC(C1)N2C(=O)C1Cc2ccccc2C1)c1cc2n(n1)Cc1ccccc1NC2=O,[BOS]O=C(N[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)C1Cc2ccccc2C1)c1cc2n(n1)Cc1ccccc1NC2=O[EOS],42
13.1,Cc1cc(C)n2ccc(C(=O)NC3C4COCC3CN(C(=O)C3CC3c3ccc(F)c(F)c3)C4)c2n1,[BOS]Cc1cc(C)n2ccc(C(=O)N[C@H]3[C@@H]4COC[C@H]3CN(C(=O)[C@@H]3C[C@H]3c3ccc(F)c(F)c3)C4)c2n1[EOS],42
11.4,CCOc1c(C(=O)NCC2OCC3CCN(C(=O)c4ccncc4)CC32)cnc2c1cnn2C,[BOS]CCOc1c(C(=O)NC[C@@H]2OC[C@@H]3CCN(C(=O)c4ccncc4)C[C@@H]32)cnc2c1cnn2C[EOS],42
13.5,Cc1c(-n2nnnc2SCC(=O)N2c3ccccc3N=C(O)C23CCCC3)c(=O)n(-c2ccccc2)n1C,[BOS]Cc1c(-n2nnnc2SCC(=O)N2c3ccccc3N=C(O)C23CCCC3)c(=O)n(-c2ccccc2)n1C[EOS][EOS][EOS][EOS][EOS][EOS],42
12.5,Cc1cc(C)c(C(=O)N2CCC(C3CCCCN3C(=O)Cc3cc(F)cc(F)c3)CC2)c(C)c1,[BOS]Cc1cc(C)c(C(=O)N2CCC([C@@H]3CCCCN3C(=O)Cc3cc(F)cc(F)c3)CC2)c(C)c1[EOS],42
12.5,O=C1NC(CC(=O)N2CCC3(CC(=O)N(c4ccc5c(c4)OCO5)C3)C2)C(=O)c2ccccc21,[BOS]O=C1N[C@H](CC(=O)N2CC[C@]3(CC(=O)N(c4ccc5c(c4)OCO5)C3)C2)C(=O)c2ccccc21[EOS][EOS][EOS][EOS][EOS][EOS][EOS],42
13.9,O=C(CCc1cnc2ccccc2c1)NC1C2COCC1CN(C(=O)c1cc(=O)c3ccccc3o1)C2,[BOS]O=C(CCc1cnc2ccccc2c1)N[C@H]1[C@@H]2COC[C@H]1CN(C(=O)c1cc(=O)c3ccccc3o1)C2[EOS],42
12.6,CC(CNC(=O)N1CCc2ccc(O)cc2C1)c1nn(-c2ccccc2)c2c1C(=O)CC(C)(C)C2,[BOS]C[C@@H](CNC(=O)N1CCc2ccc(O)cc2C1)c1nn(-c2ccccc2)c2c1C(=O)CC(C)(C)C2[EOS],42
13.9,O=C(c1cccnc1N1CCC(c2noc3ccc(F)cc23)CC1)N(c1ccccc1)C1CCc2ccccc21,[BOS]O=C(c1cccnc1N1CCC(c2noc3ccc(F)cc23)CC1)N(c1ccccc1)C1CCc2ccccc21[EOS],42
13.5,Cc1c(F)ccc(C(=O)N2CCCCC2C2CCN(C(=O)c3cn4c(F)cccc4[nH+]3)CC2)c1N,[BOS]Cc1c(F)ccc(C(=O)N2CCCC[C@H]2C2CCN(C(=O)c3cn4c(F)cccc4[nH+]3)CC2)c1N[EOS],42
13.1,O=C(Nc1ccc(C2(NC(=O)C3CC3c3ccc(F)c(F)c3)CCC2)cc1)c1ccc2n[nH]nc2c1,[BOS]O=C(Nc1ccc(C2(NC(=O)[C@@H]3C[C@@H]3c3ccc(F)c(F)c3)CCC2)cc1)c1ccc2n[nH]nc2c1[EOS],42
11.9,O=C1NCCC12CN(C(F)(F)c1ccc(-c3ccc(Cl)nn3)cc1)CC2c1ccccc1,[BOS]O=C1NCC[C@@]12CN(C(F)(F)c1ccc(-c3ccc(Cl)nn3)cc1)C[C@H]2c1ccccc1[EOS],42
12.7,O=C1NC(=O)N(c2ccc(F)cc2)C(=O)C1=Cc1cn(Cc2ccc3ccccc3c2)c2ccccc12,[BOS]O=C1NC(=O)N(c2ccc(F)cc2)C(=O)C1=Cc1cn(Cc2ccc3ccccc3c2)c2ccccc12[EOS][EOS][EOS][EOS][EOS][EOS][EOS][EOS],42
12.3,CC([NH3+])C1CCC(C(=O)[NH+]=c2ccn(C3CC4CCC(C3)N4Cc3ccccc3)cc2)CC1,[BOS]C[C@H]([NH3+])C1CCC(C(=O)[NH+]=c2ccn([C@H]3C[C@H]4CC[C@@H](C3)N4Cc3ccccc3)cc2)CC1[EOS],42
12.6,O=C(CCC1CCC1)N1CCOCC2(C1)CN(C(=O)Cc1ccc3ccccc3c1)CCO2,[BOS]O=C(CCC1CCC1)N1CCOC[C@]2(C1)CN(C(=O)Cc1ccc3ccccc3c1)CCO2[EOS],42
13.0,CC1CCc2nnc(N3CCC4C(c5ccccc5)OC(=O)N4C3CC(=O)OC3CCCCC3)cc2C1,[BOS]C[C@@H]1CCc2nnc(N3CC[C@H]4[C@H](c5ccccc5)OC(=O)N4[C@H]3CC(=O)OC3CCCCC3)cc2C1[EOS],42
13.5,O=C(NC1C2COCC1CN(C(=O)c1n[nH]c3cc(Cl)ccc13)C2)C1ON=C(c2ccccc2)O1,[BOS]O=C(N[C@H]1[C@@H]2COC[C@H]1CN(C(=O)c1n[nH]c3cc(Cl)ccc13)C2)[C@H]1ON=C(c2ccccc2)O1[EOS],42
