rv,smi,cur_sentence,seed
10.4,O=C1C(=CC=C2[NH2+]c3ccccc3O2)c2ccc3ccc(-c4ccc5ccccc5c4)cc3c2C12CCCCCCCCC2,[BOS]O=C1C(=CC=C2[NH2+]c3ccccc3O2)c2ccc3ccc(-c4ccc5ccccc5c4)cc3c2C12CCCCCCCCC2[EOS][EOS][EOS],42
10.1,O=C(Nc1cc(C2CCCCN2C(=O)C2Cc3ccccc3N2)[nH]n1)C1CCc2ccccc2C1,[BOS]O=C(Nc1cc([C@@H]2CCCCN2C(=O)[C@@H]2Cc3ccccc3N2)[nH]n1)[C@@H]1CCc2ccccc2C1[EOS],42
10.0,Cn1c(C(=O)N2CCCCC2c2cc(NC(=O)Cc3ccc4ncccc4c3)n[nH]2)cc2ccccc21,[BOS]Cn1c(C(=O)N2CCCC[C@H]2c2cc(NC(=O)Cc3ccc4ncccc4c3)n[nH]2)cc2ccccc21[EOS][EOS][EOS][EOS],42
10.8,O=C(c1ccc(-c2coc3cc(F)ccc23)cc1)N1CC(c2ccccc2)C2COCCC21,[BOS]O=C(c1ccc(-c2coc3cc(F)ccc23)cc1)N1C[C@H](c2ccccc2)[C@H]2COCC[C@H]21[EOS],42
10.5,Cc1ccc2cc(C(=O)N3CCCCC3c3cc(NC(=O)C4Cc5ccccc5O4)n[nH]3)ccc2n1,[BOS]Cc1ccc2cc(C(=O)N3CCCC[C@H]3c3cc(NC(=O)[C@H]4Cc5ccccc5O4)n[nH]3)ccc2n1[EOS],42
10.4,CC(=O)Nc1cccc(C(=O)Nc2cc(C3CCCCN3C(=O)C3CC3c3ccc(F)c(F)c3)[nH]n2)n1,[BOS]CC(=O)Nc1cccc(C(=O)Nc2cc([C@@H]3CCCCN3C(=O)[C@H]3C[C@H]3c3ccc(F)c(F)c3)[nH]n2)n1[EOS],42
9.7,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1c2ccccc2C2(C(O)=Nc3ccccc32)C12CCCC2,[BOS]O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1c2ccccc2C2(C(O)=Nc3ccccc32)C12CCCC2[EOS],42
9.4,Cc1ccc2nc(-c3ccccc3)cc(C(=O)Nc3ccnn3C3CCCc4ccccc43)c2c1,[BOS]Cc1ccc2nc(-c3ccccc3)cc(C(=O)Nc3ccnn3[C@@H]3CCCc4ccccc43)c2c1[EOS],42
10.2,O=C(NC1CCCN(c2ccc(C(c3ccc(F)cc3)c3ccc(F)cc3)cc2)C1=O)c1ccccc1F,[BOS]O=C(N[C@H]1CCCN(c2ccc(C(c3ccc(F)cc3)c3ccc(F)cc3)cc2)C1=O)c1ccccc1F[EOS],42
10.1,Cc1cccc(CC(=O)Nc2ccc(C3(NC(=O)C4(c5cccc(Cl)c5)CCCC4)CCC3)cc2)n1,[BOS]Cc1cccc(CC(=O)Nc2ccc(C3(NC(=O)C4(c5cccc(Cl)c5)CCCC4)CCC3)cc2)n1[EOS],42
9.7,O=C1Nc2ccccc2C1C1CCN(C(=O)C2CCCN(C(=O)c3cccc4ccccc34)C2)CC1,[BOS]O=C1Nc2ccccc2[C@H]1C1CCN(C(=O)[C@@H]2CCCN(C(=O)c3cccc4ccccc34)C2)CC1[EOS],42
11.4,O=C(NCc1ccc(OC2CCCCC2)cc1)c1c2c(nc3ccccc13)CCCC21C(=O)c2ccccc2[NH+]=C1[O-],[BOS]O=C(NCc1ccc(OC2CCCCC2)cc1)c1c2c(nc3ccccc13)CCCC21C(=O)c2ccccc2[NH+]=C1[O-][EOS],42
10.0,C[NH+]1CCN(C(=O)c2ccc(NC(=O)CCN3C(=O)NC4(CCCC4)C3=O)cc2)CC12CCCCC2,[BOS]C[NH+]1CCN(C(=O)c2ccc(NC(=O)CCN3C(=O)NC4(CCCC4)C3=O)cc2)CC12CCCCC2[EOS],42
10.0,CC(C(=O)Nc1cc(C2CCCCN2C(=O)C2=C3c4ccccc4C(=O)N3CC2)[nH]n1)c1ccccc1,[BOS]C[C@@H](C(=O)Nc1cc([C@H]2CCCCN2C(=O)C2=C3c4ccccc4C(=O)N3CC2)[nH]n1)c1ccccc1[EOS][EOS][EOS][EOS][EOS][EOS][EOS][EOS],42
10.3,O=C(Nc1cc(C2CCCCN2C(=O)C2CCc3ccccc3O2)[nH]n1)C1=NOC(c2ccccc2)C1,[BOS]O=C(Nc1cc([C@@H]2CCCCN2C(=O)[C@H]2CCc3ccccc3O2)[nH]n1)C1=NO[C@@H](c2ccccc2)C1[EOS],42
11.0,O=C(c1cccc2ccccc12)N1CCC(C(=O)N2CCC3(CC(=O)N(c4cccc(F)c4)C3)C2)CC1,[BOS]O=C1C[C@]2(CCN(C(=O)C3CCN(C(=O)c4cccc5ccccc45)CC3)C2)CN1c1cccc(F)c1[EOS],42
10.0,O=C(C1CC12CCCc1ccccc12)N1CC(n2cc(-c3ccccc3)nn2)C1,[BOS]O=C([C@@H]1C[C@@]12CCCc1ccccc12)N1CC(n2cc(-c3ccccc3)nn2)C1[EOS],42
10.0,O=C(Nc1cc(C2CCCCN2C(=O)c2cccc3[nH]ncc23)[nH]n1)c1cccc2cccnc12,[BOS]O=C(Nc1cc([C@H]2CCCCN2C(=O)c2cccc3[nH]ncc23)[nH]n1)c1cccc2cccnc12[EOS][EOS][EOS][EOS][EOS][EOS][EOS][EOS],42
9.6,O=C(NC1CC2CCC(C1)N2C(=O)C1CC1c1ccc(Cl)cc1)C1CCCC[NH+]1Cc1ccccc1,[BOS]O=C(N[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)[C@@H]1C[C@H]1c1ccc(Cl)cc1)[C@@H]1CCCC[NH+]1Cc1ccccc1[EOS][EOS][EOS][EOS][EOS],42
10.6,O=C(Cc1ccc(-c2noc(Cc3ccc4ccccc4c3C(F)(F)F)n2)cc1)c1ccc(F)cc1F,[BOS]O=C(Cc1ccc(-c2noc(Cc3ccc4ccccc4c3C(F)(F)F)n2)cc1)c1ccc(F)cc1F[EOS],42
9.6,O=C(NC1CCCOc2ccccc21)c1ccc(-n2nccc2-c2ccc(F)cc2)cc1,[BOS]O=C(N[C@H]1CCCOc2ccccc21)c1ccc(-n2nccc2-c2ccc(F)cc2)cc1[EOS],42
10.6,O=C(NC1CC(=O)N(c2ccc(N3CCCOc4cc(F)cc(OC5CC=CC5)c43)cc2)C1)c1ccc(O)cc1Cl,[BOS]O=C(NC1CC(=O)N(c2ccc(N3CCCOc4cc(F)cc(OC5CC=CC5)c43)cc2)C1)c1ccc(O)cc1Cl[EOS],42
9.9,Cc1cnoc1C(=O)Nc1cc(C2CCCCN2C(=O)CCc2ccc(C)c3ccccc23)[nH]n1,[BOS]Cc1cnoc1C(=O)Nc1cc([C@@H]2CCCCN2C(=O)CCc2ccc(C)c3ccccc23)[nH]n1[EOS],42
9.5,Cc1nc(CNC(=O)C(=O)NCC2CCc3ccccc3C2)oc1-c1ccc(Cl)cc1,[BOS]Cc1nc(CNC(=O)C(=O)NC[C@H]2CCc3ccccc3C2)oc1-c1ccc(Cl)cc1[EOS],42
9.7,Cc1cccc2c(=O)c(C(=O)Nc3ccc(C4(NC(=O)c5noc6ccccc56)CCC4)cc3)c[nH]c12,[BOS]Cc1cccc2c(=O)c(C(=O)Nc3ccc(C4(NC(=O)c5noc6ccccc56)CCC4)cc3)c[nH]c12[EOS][EOS][EOS][EOS][EOS][EOS][EOS],42
9.5,Cc1cc(=O)[nH]c2cc(C(=O)NCc3cccc(N4C(=O)NC5(CCCC5)C4=O)c3)ccc12,[BOS]Cc1cc(=O)[nH]c2cc(C(=O)NCc3cccc(N4C(=O)NC5(CCCC5)C4=O)c3)ccc12[EOS][EOS][EOS][EOS],42
9.7,Cn1ncc2cc(C(=O)N3CCCCC3c3cc(NC(=O)c4cccc5c4CCCC5)n[nH]3)ccc21,[BOS]Cn1ncc2cc(C(=O)N3CCCC[C@@H]3c3cc(NC(=O)c4cccc5c4CCCC5)n[nH]3)ccc21[EOS],42
10.3,CC(=O)n1ccc2ccc(-c3cc(C(=O)N4CCN(Cc5ccccc5)CC4)nc4ccccc34)cc21,[BOS]CC(=O)n1ccc2ccc(-c3cc(C(=O)N4CCN(Cc5ccccc5)CC4)nc4ccccc34)cc21[EOS],42
10.0,O=C(C=Cc1cc(F)ccc1F)N1CCCC2(CCN(C(=O)C3Cc4ccccc4C[NH2+]3)CC2)C1,[BOS]O=C(C=Cc1cc(F)ccc1F)N1CCCC2(CCN(C(=O)[C@@H]3Cc4ccccc4C[NH2+]3)CC2)C1[EOS],42
9.7,Cc1cc(C)cc(C2=CC[NH+](Cc3nnc(-c4ccc(-c5nn[n-]n5)cc4)o3)CC2)c1,[BOS]Cc1cc(C)cc(C2=CC[NH+](Cc3nnc(-c4ccc(-c5nn[n-]n5)cc4)o3)CC2)c1[EOS],42
9.9,CC([NH2+]C(c1ccccc1)C1CCCc2ccccc21)C(=O)N1c2ccccc2NC(=O)CC1C(F)(F)F,[BOS]C[C@H]([NH2+][C@H](c1ccccc1)[C@@H]1CCCc2ccccc21)C(=O)N1c2ccccc2NC(=O)C[C@@H]1C(F)(F)F[EOS],42
9.1,O=C(NCC1(c2c(Cl)cccc2Cl)CCC1)Nc1ccc(C(=O)N2CCOCC2)c(F)c1,[BOS]O=C(NCC1(c2c(Cl)cccc2Cl)CCC1)Nc1ccc(C(=O)N2CCOCC2)c(F)c1[EOS],42
10.5,CCn1nc(C(=O)Nc2cc(C3CCCCN3C(=O)c3c(C)oc4cc(O)ccc34)[nH]n2)c2ccccc21,[BOS]CCn1nc(C(=O)Nc2cc([C@@H]3CCCCN3C(=O)c3c(C)oc4cc(O)ccc34)[nH]n2)c2ccccc21[EOS][EOS][EOS][EOS][EOS][EOS][EOS],42
9.4,O=C(NC1CCN(C(=O)C2CC(=O)N(Cc3ccccc3F)C2)C1)c1cc2ccccc2oc1=O,[BOS]O=C(N[C@@H]1CCN(C(=O)[C@@H]2CC(=O)N(Cc3ccccc3F)C2)C1)c1cc2ccccc2oc1=O[EOS],42
10.0,Cc1cc2cc(C(=O)N3CCCCC3C3CCN(C(=O)C4Cc5ccccc5C4)CC3)ccc2[nH]1,[BOS]Cc1cc2cc(C(=O)N3CCCC[C@H]3C3CCN(C(=O)C4Cc5ccccc5C4)CC3)ccc2[nH]1[EOS],42
9.7,O=C(NC1C2COCC1CN(C(=O)C1CCC3CCC(=O)N3C1)C2)C1C2CCCC1c1ccccc1N2,[BOS]O=C(N[C@H]1[C@@H]2COC[C@H]1CN(C(=O)[C@@H]1CC[C@@H]3CCC(=O)N3C1)C2)[C@H]1[C@@H]2CCC[C@H]1c1ccccc1N2[EOS],42
