rv,smi,cur_sentence,seed
12.5,O=C(CCc1nc2ccccc2n1-c1ccccc1)N1CCC(C(O)=Nc2cccc3ccccc23)CC1,[BOS]O=C(CCc1nc2ccccc2n1-c1ccccc1)N1CCC(C(O)=Nc2cccc3ccccc23)CC1[EOS],42
10.9,CC1c2nnc(C3CCCC3)n2CCN1C(=O)Nc1ccc2c(c1)OCC(C)(C)C(=O)N2CC1CC1,[BOS]C[C@@H]1c2nnc(C3CCCC3)n2CCN1C(=O)Nc1ccc2c(c1)OCC(C)(C)C(=O)N2CC1CC1[EOS],42
12.7,CC1Oc2ccc(C(=O)N3CCC4COC(CNC(=O)c5cccc6ccccc56)C4C3)cc2NC1=O,[BOS]C[C@@H]1Oc2ccc(C(=O)N3CC[C@H]4CO[C@@H](CNC(=O)c5cccc6ccccc56)[C@H]4C3)cc2NC1=O[EOS],42
12.2,Cc1ccc(C)c(NC(=O)N2CCC(c3cc4c(ncn4C)c(-c4cn(C)c5ccccc45)n3)CC2)c1C,[BOS]Cc1ccc(C)c(NC(=O)N2CCC(c3cc4c(ncn4C)c(-c4cn(C)c5ccccc45)n3)CC2)c1C[EOS],42
11.7,Cc1nc2ccncc2cc1C(=O)NC1CCc2nc(NC(=O)c3cccc4[nH]ncc34)sc2C1,[BOS]Cc1nc2ccncc2cc1C(=O)N[C@@H]1CCc2nc(NC(=O)c3cccc4[nH]ncc34)sc2C1[EOS],42
12.3,CC1Oc2ccc(C(=O)C3CCN(C(=O)C(=O)Nc4cccc5ccccc45)CC3)cc2NC1=O,[BOS]C[C@@H]1Oc2ccc(C(=O)C3CCN(C(=O)C(=O)Nc4cccc5ccccc45)CC3)cc2NC1=O[EOS],42
13.4,O=C(c1cccc(OC(=O)N2C=CCC2Cc2cc(Cl)ccc2OCc2cccc3ccccc23)c1)N1CCc2ccccc2C1,[BOS]O=C(Oc1cccc(C(=O)N2CCc3ccccc3C2)c1)N1C=CCC1Cc1cc(Cl)ccc1OCc1cccc2ccccc12[EOS],42
13.2,O=C(Nc1cc(C2CCCCN2C(=O)c2cccc3ccccc23)[nH]n1)C1CCc2[nH]c(=O)[nH]c(=O)c2C1,[BOS]O=C(Nc1cc([C@@H]2CCCCN2C(=O)c2cccc3ccccc23)[nH]n1)[C@@H]1CCc2[nH]c(=O)[nH]c(=O)c2C1[EOS],42
13.2,O=C(Nc1cc(C2CCCCN2C(=O)C2CCc3ccccc3C2)[nH]n1)c1cnc(-c2cc(F)cc(F)c2)nc1,[BOS]O=C(Nc1cc([C@H]2CCCCN2C(=O)[C@@H]2CCc3ccccc3C2)[nH]n1)c1cnc(-c2cc(F)cc(F)c2)nc1[EOS],42
12.6,CC(C)c1nn2ccccc2c1C(=O)NC1CCc2nc(NC(=O)C3CCc4ccccc4O3)sc2C1,[BOS]CC(C)c1nn2ccccc2c1C(=O)N[C@@H]1CCc2nc(NC(=O)[C@H]3CCc4ccccc4O3)sc2C1[EOS],42
10.8,NC(=O)NC(Cc1nc(-c2ccc(NC(=O)NC3CC3)cc2)no1)c1cccc(Oc2ccccc2)c1,[BOS]NC(=O)N[C@H](Cc1nc(-c2ccc(NC(=O)NC3CC3)cc2)no1)c1cccc(Oc2ccccc2)c1[EOS],42
11.6,CC1Oc2c(cccc2C(=O)NC2CC(c3ccccc3)Oc3ccccc32)NC1=O,[BOS]C[C@@H]1Oc2c(cccc2C(=O)N[C@@H]2C[C@@H](c3ccccc3)Oc3ccccc32)NC1=O[EOS],42
12.1,Cc1ccc(C2CC(C)N(C(=O)c3cccc(S(=O)(=O)N4CCc5ccccc5C4)c3)C2)cc1,[BOS]Cc1ccc([C@H]2C[C@@H](C)N(C(=O)c3cccc(S(=O)(=O)N4CCc5ccccc5C4)c3)C2)cc1[EOS],42
11.9,Cn1c(=O)[nH]c2nc(-c3cccc(C(=O)N4CCC(CN5CCCCC5CCc5ccccc5)CC4)c3)ccc2c1=O,[BOS]Cn1c(=O)[nH]c2nc(-c3cccc(C(=O)N4CCC(CN5cCCCC5CCc5ccccc5)CC4)c3)ccc2c1=O[EOS][EOS][EOS],42
13.0,O=C(Nc1ncc2c(n1)CC(c1ccccc1)CC2=O)OC1Cc2ccc(Cc3ccc(C(F)(F)F)nc3)cc2C1,[BOS]O=C(Nc1ncc2c(n1)C[C@@H](c1ccccc1)CC2=O)OC1Cc2ccc(Cc3ccc(C(F)(F)F)nc3)cc2C1[EOS],42
11.1,Cc1ccc(Oc2ccccc2CC(=O)Nc2cccc(N3C(=O)c4ccc(C)cc4C3=O)c2)cc1,[BOS]Cc1ccc(Oc2ccccc2CC(=O)Nc2cccc(N3C(=O)c4ccc(C)cc4C3=O)c2)cc1[EOS],42
11.4,Cc1cccc(-c2nn(Cc3ccccc3)cc2C=C2Oc3cc(OCC(=O)N4CCCC(N)C4)ccc3C2=O)c1,[BOS]Cc1cccc(-c2nn(Cc3ccccc3)cc2C=C2Oc3cc(OCC(=O)N4CCC[C@H](N)C4)ccc3C2=O)c1[EOS][EOS][EOS][EOS],42
13.2,O=C1CN(c2cccc(C(=O)N3CCOC4(CCN(C(=O)CC5Cc6ccccc6C5)C4)C3)n2)CCCN1,[BOS]O=C1CN(c2cccc(C(=O)N3CCO[C@@]4(CCN(C(=O)CC5Cc6ccccc6C5)C4)C3)n2)CCCN1[EOS],42
11.7,Cc1nc2ccncc2cc1C(=O)Nc1ccc(C2(NC(=O)C34CC(c5ccccc5)(C3)C4)CCC2)cc1,[BOS]Cc1nc2ccncc2cc1C(=O)Nc1ccc(C2(NC(=O)C34CC(c5ccccc5)(C3)C4)CCC2)cc1[EOS],42
12.6,CC(Sc1ncnc2c1sc1nc(CC(=O)N3c4ccccc4CC3C)[nH]c(=O)c12)C(O)=Nc1cccc2ccccc12,[BOS]C[C@@H](Sc1ncnc2c1sc1nc(CC(=O)N3c4ccccc4C[C@H]3C)[nH]c(=O)c12)C(O)=Nc1cccc2ccccc12[EOS],42
11.4,Cc1ncccc1CCC(=O)N1CCCCC1c1nc(NC(=O)c2ccc3c(c2)NC(=O)C(C)O3)n[nH]1,[BOS]Cc1ncccc1CCC(=O)N1CCCC[C@@H]1c1nc(NC(=O)c2ccc3c(c2)NC(=O)[C@H](C)O3)n[nH]1[EOS],42
11.3,O=C(c1cc(F)cc(-c2ncnc3c2ncn3-c2ccncc2)c1)N1CCc2ccccc21,[BOS]O=C(c1cc(F)cc(-c2ncnc3c2ncn3-c2ccncc2)c1)N1CCc2ccccc21[EOS],42
11.5,CC(=O)N1CCc2c(Nc3nc(-c4ccccn4)nc4sc5c(c34)CCC(C)C5)cccc21,[BOS]CC(=O)N1CCc2c(Nc3nc(-c4ccccn4)nc4sc5c(c34)CC[C@@H](C)C5)cccc21[EOS],42
13.6,O=C(Nc1cccc(-c2ccc3ccccc3c2)n1)C1CCN(C(=O)c2cccc3ccccc23)CC1,[BOS]O=C(Nc1cccc(-c2ccc3ccccc3c2)n1)C1CCN(C(=O)c2cccc3ccccc23)CC1[EOS],42
12.4,Cc1cccc2[nH]c(C(=O)N3CCC4COC(CNC(=O)c5nc6ccccc6n6cccc56)C4C3)cc12,[BOS]Cc1cccc2[nH]c(C(=O)N3CC[C@H]4CO[C@@H](CNC(=O)c5nc6ccccc6n6cccc56)[C@H]4C3)cc12[EOS],42
11.2,Cc1ccc2c(N3CCOCC3)nc(C[NH+]3CCC(Oc4ccc(C)c(C)c4)CC3)nc2c1,[BOS]Cc1ccc(OC2CC[NH+](Cc3nc(N4CCOCC4)c4ccc(C)cc4n3)CC2)cc1C[EOS],42
12.5,O=C(C1CC(=O)N(c2nc3cccc(-c4ccccc4)c3[nH]2)C1)N1CCCC(c2ccccc2)C1,[BOS]O=C1C[C@@H](C(=O)N2CCC[C@@H](c3ccccc3)C2)CN1c1nc2cccc(-c3ccccc3)c2[nH]1[EOS],42
14.9,O=C(c1ccc(Cc2nc[nH][n+]2-c2ccc3ccccc3n2)cc1)N1CC=C(c2cccc3c2Oc2ccccc2C3(F)F)CC1,[BOS]O=C(c1ccc(Cc2nc[nH][n+]2-c2ccc3ccccc3n2)cc1)N1CC=C(c2cccc3c2Oc2ccccc2C3(F)F)CC1[EOS],42
12.8,O=C(Nc1cc(C2CCCCN2C(=O)c2ccnc(-c3ccccc3)c2)[nH]n1)c1ccc2cccnc2n1,[BOS]O=C(Nc1cc([C@H]2CCCCN2C(=O)c2ccnc(-c3ccccc3)c2)[nH]n1)c1ccc2cccnc2n1[EOS],42
13.6,O=C(NCC1OCC2CCN(C(=O)Cc3cc4ccccc4cc3F)CC21)c1[nH]nc2c1CCc1ncccc1-2,[BOS]O=C(NC[C@@H]1OC[C@@H]2CCN(C(=O)Cc3cc4ccccc4cc3F)C[C@@H]21)c1[nH]nc2c1CCc1ncccc1-2[EOS],42
12.5,O=C(NC1C2COCC1CN(C(=O)Cn1nc(-c3ccccc3)ccc1=O)C2)c1cccc2ccccc12,[BOS]O=C(N[C@H]1[C@@H]2COC[C@H]1CN(C(=O)Cn1nc(-c3ccccc3)ccc1=O)C2)c1cccc2ccccc12[EOS],42
12.2,c1ccc(C(c2ccccc2)c2noc(C3CCCN(Cc4nc5ccccc5n4-c4ccccn4)C3)n2)cc1,[BOS]c1ccc(-n2c(CN3CCC[C@H](c4nc(C(c5ccccc5)c5ccccc5)no4)C3)nc3ccccc32)nc1[EOS][EOS][EOS][EOS][EOS][EOS],42
13.1,Cc1cc2cc(CN3CC(=O)c4cnc(NC(C)c5nc(-c6nc7ccccc7cc6C)no5)nc4C3)ccc2[nH]1,[BOS]Cc1cc2ccccc2nc1-c1noc([C@H](C)Nc2ncc3c(n2)CN(Cc2ccc4[nH]c(C)cc4c2)CC3=O)n1[EOS],42
12.5,O=C(COc1ccccc1-c1ccccc1)N1CCCCC1c1cc(NC(=O)C2(F)CCCCC2(F)F)n[nH]1,[BOS]O=C(Nc1cc([C@H]2CCCCN2C(=O)COc2ccccc2-c2ccccc2)[nH]n1)[C@]1(F)CCCCC1(F)F[EOS],42
11.6,Cc1nc2ccccc2c(=O)n1-c1cccc(C(=O)Nc2cccc(C(=O)NCc3ccccc3)c2)c1,[BOS]Cc1nc2ccccc2c(=O)n1-c1cccc(C(=O)Nc2cccc(C(=O)NCc3ccccc3)c2)c1[EOS],42
13.5,O=C(Nc1ccc2c(c1)Cc1ccccc1-2)C1CCN(c2cc(-c3ccnc(Cl)c3)cc(Oc3ccccc3F)n2)CC1,[BOS]O=C(Nc1ccc2c(c1)Cc1ccccc1-2)C1CCN(c2cc(-c3ccnc(Cl)c3)cc(Oc3ccccc3F)n2)CC1[EOS],42
12.5,O=C(NC1CC2CCC(C1)N2C(=O)CCN1Cc2ccccc2C1=O)C1C2CCCC1c1ccccc1N2,[BOS]O=C(N[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)CCN1Cc2ccccc2C1=O)[C@@H]1[C@@H]2CCC[C@H]1c1ccccc1N2[EOS],42
11.8,O=C(NC1(c2ccc(NC(=O)c3nccc4[nH]ccc34)cc2)CCC1)c1ncn(-c2cccc(F)c2)n1,[BOS]O=C(NC1(c2ccc(NC(=O)c3nccc4[nH]ccc34)cc2)CCC1)c1ncn(-c2cccc(F)c2)n1[EOS][EOS][EOS][EOS][EOS][EOS][EOS],42
10.9,Cc1ccc(NC(=O)CCc2c(-c3ccc(F)cc3)[nH]c3ccccc23)cc1N1CCCS1(=O)=O,[BOS]Cc1ccc(NC(=O)CCc2c(-c3ccc(F)cc3)[nH]c3ccccc23)cc1N1CCCS1(=O)=O[EOS][EOS][EOS][EOS],42
11.9,O=C(C=Cc1ccc(OC2=C(c3ccccc3)C(=O)N(C3CCCCC3)C2=O)cc1)N1CCCC1c1ccccc1,[BOS]O=C(C=Cc1ccc(OC2=C(c3ccccc3)C(=O)N(C3CCCCC3)C2=O)cc1)N1CCCC1c1ccccc1[EOS],42
11.3,Cn1ccc2cccc(C(=O)NC3CCc4nc(NC(=O)c5noc6c5CCCC6)sc4C3)c21,[BOS]Cn1ccc2cccc(C(=O)N[C@H]3CCc4nc(NC(=O)c5noc6c5CCCC6)sc4C3)c21[EOS],42
11.9,CC(OC(=O)C1CCN(C(=O)OCC2c3ccccc3-c3ccccc32)CC1)C(=O)Nc1ccc2ccccc2c1,[BOS]C[C@@H](OC(=O)C1CCN(C(=O)OCC2c3ccccc3-c3ccccc32)CC1)C(=O)Nc1ccc2ccccc2c1[EOS][EOS][EOS][EOS],42
13.4,O=C(Nc1cc(C2CCCCN2C(=O)C2CCc3ccccc3C2)[nH]n1)C1CCc2[nH]c(=O)[nH]c(=O)c2C1,[BOS]O=C(Nc1cc([C@H]2CCCCN2C(=O)[C@H]2CCc3ccccc3C2)[nH]n1)[C@@H]1CCc2[nH]c(=O)[nH]c(=O)c2C1[EOS],42
12.0,Cn1ccc2cccc(-c3noc(C4Oc5cc(-c6ccc(F)cc6)ccc5C4(C)C)n3)c2c1=O,[BOS]Cn1ccc2cccc(-c3noc([C@@H]4Oc5cc(-c6ccc(F)cc6)ccc5C4(C)C)n3)c2c1=O[EOS],42
11.5,O=C(NCC1CCCCN1C(=O)NCc1ccc(-n2cnc3ccccc32)nc1)c1ccccc1,[BOS]O=C(NC[C@@H]1CCCCN1C(=O)NCc1ccc(-n2cnc3ccccc32)nc1)c1ccccc1[EOS],42
11.5,O=C(NCC1CCN(C(=O)c2cc3n(n2)Cc2ccccc2NC3=O)C1c1cccnc1)c1cccnn1,[BOS]O=C(NC[C@H]1CCN(C(=O)c2cc3n(n2)Cc2ccccc2NC3=O)[C@@H]1c1cccnc1)c1cccnn1[EOS][EOS],42
11.5,Cc1ccc(Oc2cc(CNC(=O)C3CCCN3C(=O)c3ccc4ccccc4c3O)ccn2)cc1C,[BOS]Cc1ccc(Oc2cc(CNC(=O)[C@@H]3CCCN3C(=O)c3ccc4ccccc4c3O)ccn2)cc1C[EOS],42
12.7,O=C(NC1CCCN(C(=O)Cc2cccc3cccnc23)C1)c1ccc2c(c1)OCc1ccccc1-2,[BOS]O=C(NC1CCCN(C(=O)Cc2cccc3cccnc23)C1)c1ccc2c(c1)OCc1ccccc1-2[EOS],42
12.6,CC1(c2ccccc2)CC(CNc2ccc3c(c2)CCC(n2c([O-])c(C4CCCc5ccccc54)[nH]c2=O)C3)C1,[BOS]O=c1[nH]c([C@H]2CCCc3ccccc32)c([O-])n1[C@H]1CCc2cc(NCC3CC(C)(c4ccccc4)C3)ccc2C1[EOS],42
11.8,O=C(CCc1c(-c2ccc(F)cc2)[nH]c2ccccc12)N1CCn2c(nnc2-c2ccccc2)C1,[BOS]O=C(CCc1c(-c2ccc(F)cc2)[nH]c2ccccc12)N1CCn2c(nnc2-c2ccccc2)C1[EOS],42
11.0,CN(Cc1ccc2ccccc2c1)c1nnc(C2CCc3[nH]c(=O)[nH]c(=O)c3C2)n1C,[BOS]CN(Cc1ccc2ccccc2c1)c1nnc([C@@H]2CCc3[nH]c(=O)[nH]c(=O)c3C2)n1C[EOS][EOS][EOS][EOS],42
12.4,CC1Oc2ccc(C(=O)N3CC[NH+](Cc4nc(-c5cccc6cccnc56)no4)CC3)cc2NC1=O,[BOS]C[C@@H]1Oc2ccc(C(=O)N3CC[NH+](Cc4nc(-c5cccc6cccnc56)no4)CC3)cc2NC1=O[EOS],42
13.0,O=C(Nc1ccc(C2(NC(=O)C3Cc4ccccc4C3)CCC2)cc1)C1=C2c3ccccc3C(=O)N2CC1,[BOS]O=C(Nc1ccc(C2(NC(=O)C3Cc4ccccc4C3)CCC2)cc1)C1=C2c3ccccc3C(=O)N2CC1[EOS],42
13.0,O=c1[nH]c(Cc2nc(-c3cccc(Cn4ccc5ccccc54)c3)no2)nc2ccc(-c3ccc(F)cc3)cc12,[BOS]O=c1[nH]c(Cc2nc(-c3cccc(Cn4ccc5ccccc54)c3)no2)nc2ccc(-c3ccc(F)cc3)cc12[EOS],42
12.7,Cc1ccc(C(=O)Nc2cc(C3CCCCN3C(=O)c3cccc4c3oc3ccccc34)[nH]n2)c(=O)[nH]1,[BOS]Cc1ccc(C(=O)Nc2cc([C@@H]3CCCCN3C(=O)c3cccc4c3oc3ccccc34)[nH]n2)c(=O)[nH]1[EOS],42
13.5,CC(Sc1nc(-c2ccc3ccccc3c2)c2ccccc2n1)C(=O)NCC(=O)Nc1ccc2c(Cl)cccc2n1,[BOS]C[C@H](Sc1nc(-c2ccc3ccccc3c2)c2ccccc2n1)C(=O)NCC(=O)Nc1ccc2c(Cl)cccc2n1[EOS],42
12.1,O=C(CCn1c([O-])c2ccccc2cc1=O)N1CCC2(C1)CN(C(=O)C1C3COCC31)CCO2,[BOS]O=C(CCn1c([O-])c2ccccc2cc1=O)N1CC[C@]2(C1)CN(C(=O)[C@H]1[C@@H]3COC[C@@H]31)CCO2[EOS],42
11.9,O=C(CCN1Cc2ccccc2C1=O)N1CCC(C2CCCCN2C(=O)C2CNc3ccccc32)CC1,[BOS]O=C(CCN1Cc2ccccc2C1=O)N1CCC([C@@H]2CCCCN2C(=O)[C@@H]2CNc3ccccc32)CC1[EOS],42
11.4,O=C(NCc1ccc(C(=O)Nc2ccc(F)cc2)cc1)NCc1ccccc1N1CCCCCC1,[BOS]O=C(NCc1ccc(C(=O)Nc2ccc(F)cc2)cc1)NCc1ccccc1N1CCCCCC1[EOS],42
10.7,CC(C[NH+]1CCC2(CCN(Cc3ccc(N(C)C)cc3)C2=O)CC1)c1ccc(C(=O)C=Cc2ccccc2F)cc1,[BOS]C[C@H](C[NH+]1CCC2(CCN(Cc3ccc(N(C)C)cc3)C2=O)CC1)c1ccc(C(=O)C=Cc2ccccc2F)cc1[EOS],42
10.5,CCC(C)c1ccc(NC(=O)Cc2noc(-c3cnn(-c4ccc(Cl)nn4)c3C(F)(F)F)n2)cc1,[BOS]CC[C@H](C)c1ccc(NC(=O)Cc2noc(-c3cnn(-c4ccc(Cl)nn4)c3C(F)(F)F)n2)cc1[EOS],42
10.9,CC(NC(=O)CN1C(=O)NC(C)(c2ccc3ccccc3c2)C1=O)c1csc2ccccc12,[BOS]C[C@H](NC(=O)CN1C(=O)N[C@@](C)(c2ccc3ccccc3c2)C1=O)c1csc2ccccc12[EOS][EOS][EOS][EOS][EOS][EOS][EOS],42
10.4,O=C(CSC1CCN(CC#Cc2ccc(C(F)(F)F)cc2)C1)N1CCc2ccccc2C1,[BOS]O=C(CS[C@H]1CCN(CC#Cc2ccc(C(F)(F)F)cc2)C1)N1CCc2ccccc2C1[EOS][EOS][EOS],42
11.6,NC(=O)C1C(Nc2cnc(Cl)nc2Oc2cccc(-c3ccccc3)c2)C2C=CC1C21CC1,[BOS]NC(=O)[C@H]1[C@H](Nc2cnc(Cl)nc2Oc2cccc(-c3ccccc3)c2)[C@H]2C=C[C@H]1C21CC1[EOS],42
11.2,CC1CC(NC(=O)CCNC(=O)c2ccc3ccccc3c2)C(=O)N1c1cnc(C(C)(C)N=[N+]=[N-])cn1,[BOS]C[C@@H]1C[C@H](NC(=O)CCNC(=O)c2ccc3ccccc3c2)C(=O)N1c1cnc(C(C)(C)N=[N+]=[N-])cn1[EOS],42
11.8,Cc1nc2cc(C(=O)NC3C4COCC3CN(C(=O)Cc3cccc5ccccc35)C4)ccc2s1,[BOS]Cc1nc2cc(C(=O)N[C@H]3[C@@H]4COC[C@H]3CN(C(=O)Cc3cccc5ccccc35)C4)ccc2s1[EOS],42
12.3,Cc1cc(F)c(F)c(C(=O)Nc2cc(C3CCCCN3C(=O)C3=c4ccccc4=NC3)[nH]n2)c1,[BOS]Cc1cc(F)c(F)c(C(=O)Nc2cc([C@H]3CCCCN3C(=O)C3=c4ccccc4=NC3)[nH]n2)c1[EOS],42
11.4,Cc1ccc(C(=O)C(=O)N2CCCCC2c2cc(NC(=O)c3cc4cccc(C)c4[nH]3)n[nH]2)cc1,[BOS]Cc1ccc(C(=O)C(=O)N2CCCC[C@@H]2c2cc(NC(=O)c3cc4cccc(C)c4[nH]3)n[nH]2)cc1[EOS],42
12.8,O=C(NCC12CCCOC1CCN(C(=O)c1cccc3c1oc1ccccc13)C2)c1n[nH]c2c1CCCC2,[BOS]O=C(NC[C@@]12CCCO[C@@H]1CCN(C(=O)c1cccc3c1oc1ccccc13)C2)c1n[nH]c2c1CCCC2[EOS],42
11.2,COc1ccc(NC(=O)NCCc2coc(-c3ccc(C)cc3)n2)cc1OCc1ccc2ccccc2n1,[BOS]COc1ccc(NC(=O)NCCc2coc(-c3ccc(C)cc3)n2)cc1OCc1ccc2ccccc2n1[EOS],42
12.7,O=C1CC(c2nc(-c3ccc4nc(N5CCCC5)sc4c3)no2)CN1c1ccc2c(c1)Cc1ccccc1-2,[BOS]O=C1C[C@H](c2nc(-c3ccc4nc(N5CCCC5)sc4c3)no2)CN1c1ccc2c(c1)Cc1ccccc1-2[EOS],42
13.4,O=C(Nc1cc(C2CCCCN2C(=O)c2cccc3c2oc2ccccc23)[nH]n1)c1cccn2c(=O)[nH]nc12,[BOS]O=C(Nc1cc([C@H]2CCCCN2C(=O)c2cccc3c2oc2ccccc23)[nH]n1)c1cccn2c(=O)[nH]nc12[EOS],42
11.7,Cc1cccc(CN2CCOC3C[NH+](C4CCN(c5cc(C(F)(F)F)ccn5)CC4)CCC3C2=O)c1,[BOS]Cc1cccc(CN2CCO[C@@H]3C[NH+](C4CCN(c5cc(C(F)(F)F)ccn5)CC4)CC[C@H]3C2=O)c1[EOS][EOS][EOS][EOS],42
12.3,CCC(C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1c(Oc2ccc3ccccc3c2)nc2c(C)cccn2c1=O,[BOS]CC[C@@H](C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1c(Oc2ccc3ccccc3c2)nc2c(C)cccn2c1=O[EOS],42
11.6,N#Cc1cc(CC(=O)N2CCC([NH+]3CCC(NC(=O)c4cc5cc(F)ccc5[nH]4)CC3)CC2)ccc1F,[BOS]N#Cc1cc(CC(=O)N2CCC([NH+]3CCC(NC(=O)c4cc5cc(F)ccc5[nH]4)CC3)CC2)ccc1F[EOS],42
12.7,O=C(c1[nH]nc2c1CCc1ccccc1-2)N1CCC2(CCc3ccc(-c4cccs4)cc32)CC1,[BOS]O=C(c1[nH]nc2c1CCc1ccccc1-2)N1CCC2(CCc3ccc(-c4cccs4)cc32)CC1[EOS],42
11.3,CC1Cc2cc(-c3ccc(Cl)cc3)ccc2N1S(=O)(=O)c1ccc(NC(=O)N2CCOCC2)cc1Cl,[BOS]C[C@H]1Cc2cc(-c3ccc(Cl)cc3)ccc2N1S(=O)(=O)c1ccc(NC(=O)N2CCOCC2)cc1Cl[EOS],42
10.5,CC(NC=O)C(=O)Nc1cc(C2CCCCN2C(=O)c2nc3c(=O)[nH]c4ccccc4n3n2)[nH]n1,[BOS]C[C@@H](NC=O)C(=O)Nc1cc([C@H]2CCCCN2C(=O)c2nc3c(=O)[nH]c4ccccc4n3n2)[nH]n1[EOS],42
12.1,O=C(Nc1cc(C2CCCCN2C(=O)c2ccc3ccoc3c2)[nH]n1)c1cnc2c(F)c(F)ccc2c1,[BOS]O=C(Nc1cc([C@@H]2CCCCN2C(=O)c2ccc3ccoc3c2)[nH]n1)c1cnc2c(F)c(F)ccc2c1[EOS],42
