rv,smi,cur_sentence,seed
11.2,Cc1cccc(C2(C(=O)NCCc3nnnn3-c3ccccc3)CCCCC2)c1OCc1csc2ccc(Cl)cc12,[BOS]Cc1cccc(C2(C(=O)NCCc3nnnn3-c3ccccc3)CCCCC2)c1OCc1csc2ccc(Cl)cc12[EOS],42
10.8,O=C(NCC(c1ccc(F)cc1F)c1c[nH]c2ccccc12)NC1CC(F)(F)C1,[BOS]O=C(NC[C@H](c1ccc(F)cc1F)c1c[nH]c2ccccc12)NC1CC(F)(F)C1[EOS],42
10.3,Fc1cc(F)c2cc(C[NH+]3CCC(F)(F)C(F)(C(F)(F)F)CC3)c(Cl)nc2c1,[BOS]F[C@@]1(C(F)(F)F)CC[NH+](Cc2cc3c(F)cc(F)cc3nc2Cl)CCC1(F)F[EOS],42
9.8,O=C(NC1CCc2nc(NC(=O)C3Cc4ccccc4O3)sc2C1)c1cnc2[nH]ccc2c1Cl,[BOS]O=C(N[C@H]1CCc2nc(NC(=O)[C@H]3Cc4ccccc4O3)sc2C1)c1cnc2[nH]ccc2c1Cl[EOS],42
11.0,Cc1ccc(C2CC2C(=O)Nc2cc(-c3ccccc3)c3ccccc3n2)cc1C,[BOS]Cc1ccc([C@@H]2C[C@@H]2C(=O)Nc2cc(-c3ccccc3)c3ccccc3n2)cc1C[EOS],42
10.7,O=C(CCC1Cc2ccccc2NC1=O)Nc1cc(C2CC2)nc2ccc(Cl)cc12,[BOS]O=C(CC[C@@H]1Cc2ccccc2NC1=O)Nc1cc(C2CC2)nc2ccc(Cl)cc12[EOS],42
11.2,O=C(Nc1nc(-c2c[nH]c3ccccc23)cs1)C1CCCc2cccnc21,[BOS]O=C(Nc1nc(-c2c[nH]c3ccccc23)cs1)[C@H]1CCCc2cccnc21[EOS],42
10.2,C[NH+]1CCC(NC(=O)N2CCCCC2c2[nH]c(-c3cccc(F)c3)c[nH+]2)C1c1ccccc1,[BOS]C[NH+]1CC[C@@H](NC(=O)N2CCCC[C@H]2c2[nH]c(-c3cccc(F)c3)c[nH+]2)[C@@H]1c1ccccc1[EOS],42
11.7,Fc1cccc2nc(-c3nnc(Cc4cccc5ccccc45)o3)c(-c3cccc(Oc4ccccc4)n3)n12,[BOS]Fc1cccc2nc(-c3nnc(Cc4cccc5ccccc45)o3)c(-c3cccc(Oc4ccccc4)n3)n12[EOS],42
11.6,O=C(c1cc(-c2ccncc2)nc2ccccc12)N1CCS(=O)(=O)CC1C1CCC1,[BOS]O=C(c1cc(-c2ccncc2)nc2ccccc12)N1CCS(=O)(=O)C[C@H]1C1CCC1[EOS],42
11.3,O=C(Nc1cnccc1-c1cccc(F)c1)c1cc(-c2ccncc2)nc2ccc(Br)cc12,[BOS]O=C(Nc1cnccc1-c1cccc(F)c1)c1cc(-c2ccncc2)nc2ccc(Br)cc12[EOS],42
13.6,c1ccc(Cc2nc3ccccc3c(-c3cccnc3)c2-c2ccc(-c3ccccc3)cc2Cc2cnc3ccccc3c2)cc1,[BOS]c1ccc(Cc2nc3ccccc3c(-c3cccnc3)c2-c2ccc(-c3ccccc3)cc2Cc2cc3ccccc3nc2)cc1[EOS],42
11.0,O=C(Nc1cc(-c2ncn[nH]2)nn1-c1ccc(C(F)(F)F)cc1)NC1CC1c1ccccc1,[BOS]O=C(Nc1cc(-c2ncn[nH]2)nn1-c1ccc(C(F)(F)F)cc1)N[C@@H]1C[C@H]1c1ccccc1[EOS][EOS][EOS][EOS][EOS][EOS][EOS],42
11.0,O=C(c1cc(=O)c2ccccc2o1)N1CCC(C2CCCCN2C(=O)Cc2cc3cccnc3cc2F)CC1,[BOS]O=C(c1cc(=O)c2ccccc2o1)N1CCC([C@H]2CCCCN2C(=O)Cc2cc3cccnc3cc2F)CC1[EOS],42
10.7,[NH3+]C12CCC(c3nnc(-c4cc(C(F)(F)F)nc5ccccc45)o3)(CC1)CC2,[BOS][NH3+]C12CCC(c3nnc(-c4cc(C(F)(F)F)nc5ccccc45)o3)(CC1)CC2[EOS][EOS][EOS][EOS],42
11.9,Fc1ccc(-c2nnc(-c3cccc(F)c3OC3CCCCC3)c3ccc(F)cc23)cc1,[BOS]Fc1cccc(-c2nnc(-c3ccc(F)cc3)c3cc(F)ccc23)c1OC1CCCCC1[EOS],42
11.0,CCNC(=O)c1cc(NC(=O)C2(Cc3cccc(Cl)c3)CCOC2)nc2ccccc12,[BOS]CCNC(=O)c1cc(NC(=O)[C@@]2(Cc3cccc(Cl)c3)CCOC2)nc2ccccc12[EOS],42
11.9,FC(F)Oc1ccc2nc(C(Cc3ccccc3)c3ccc(C(F)(F)F)cc3)[nH]c(=Nc3ccccn3)c2c1,[BOS]FC(F)Oc1ccc2nc(C(Cc3ccccc3)c3ccc(C(F)(F)F)cc3)[nH]c(=Nc3ccccn3)c2c1[EOS],42
12.3,O=C(c1cc(-c2ccc(F)cc2)nc2ccccc12)N1CCCc2cccc(F)c21,[BOS]O=C(c1cc(-c2ccc(F)cc2)nc2ccccc12)N1CCCc2cccc(F)c21[EOS],42
11.4,Cc1ccccc1C(NC(=O)c1cc2c([nH]c1=O)CCC2)C1CCC(C)CC1,[BOS]Cc1ccccc1[C@H](NC(=O)c1cc2c([nH]c1=O)CCC2)C1CCC(C)CC1[EOS],42
11.0,COc1cc(-c2noc(CN3C(=O)CCCc4ccccc43)n2)c2ccccc2n1,[BOS]COc1cc(-c2noc(CN3C(=O)CCCc4ccccc43)n2)c2ccccc2n1[EOS],42
10.6,CC1(C(=O)NCC(C(=O)OCc2ccccc2)c2ccccc2)CCc2ccccc2C1=O,[BOS]C[C@@]1(C(=O)NC[C@@H](C(=O)OCc2ccccc2)c2ccccc2)CCc2ccccc2C1=O[EOS][EOS][EOS],42
11.3,FC(F)(F)c1ccn(-c2cccc(-c3noc(C4(c5ccccc5)CCCCO4)n3)c2)n1,[BOS]FC(F)(F)c1ccn(-c2cccc(-c3noc([C@@]4(c5ccccc5)CCCCO4)n3)c2)n1[EOS],42
10.3,O=C(NCc1cc(=O)[nH]c2ccccc12)c1cccc2c(=O)c3cccc(F)c3[nH]c12,[BOS]O=C(NCc1cc(=O)[nH]c2ccccc12)c1cccc2c(=O)c3cccc(F)c3[nH]c12[EOS][EOS][EOS],42
13.9,O=C1c2ccccc2Cc2cc(-c3ccccc3-c3cc4ccccc4c4ccccc34)cc(-c3cccc4ccccc34)c21,[BOS]O=C1c2ccccc2Cc2cc(-c3ccccc3-c3cc4ccccc4c4ccccc34)cc(-c3cccc4ccccc34)c21[EOS],42
10.5,CC(CNC(=O)C1(c2ccccc2)CCC(=O)NC1)c1ccc(C(F)(F)F)cc1,[BOS]C[C@H](CNC(=O)[C@]1(c2ccccc2)CCC(=O)NC1)c1ccc(C(F)(F)F)cc1[EOS],42
10.9,O=C(NC(c1cccc(F)c1)c1cccc(Br)c1)c1n[nH]c(=O)c2ccccc12,[BOS]O=C(N[C@H](c1cccc(F)c1)c1cccc(Br)c1)c1n[nH]c(=O)c2ccccc12[EOS],42
10.3,Clc1ccc2oc(C[NH+]3CCCCC3c3nc4ccccc4o3)nc2c1,[BOS]Clc1ccc2oc(C[NH+]3CCCC[C@H]3c3nc4ccccc4o3)nc2c1[EOS],42
11.6,O=C(Nc1cncc(C(F)F)c1)N1CCCC1c1cccc2ccccc12,[BOS]O=C(Nc1cncc(C(F)F)c1)N1CCC[C@@H]1c1cccc2ccccc12[EOS],42
11.3,O=C(NCC1OCC2CCN(C(=O)C3(F)CCCC=C3F)CC21)c1cc(C(F)(F)F)nc2ccccc12,[BOS]O=C(NC[C@@H]1OC[C@@H]2CCN(C(=O)[C@@]3(F)CCCC=C3F)C[C@@H]21)c1cc(C(F)(F)F)nc2ccccc12[EOS],42
12.1,O=C(Oc1c(Br)cc(Br)cc1C=Nn1c(-c2cc3cc(Br)ccc3o2)nc2ccccc2c1=O)c1cc2ccccc2oc1=O,[BOS]O=C(Oc1c(Br)cc(Br)cc1/C=N\n1c(-c2cc3cc(Br)ccc3o2)nc2ccccc2c1=O)c1cc2ccccc2oc1=O[EOS][EOS][EOS],42
11.6,O=C(NC1(c2ccc(Cl)cc2)CC1)c1nc(-c2ccccc2)n(-c2ccc(F)cc2)n1,[BOS]O=C(NC1(c2ccc(Cl)cc2)CC1)c1nc(-c2ccccc2)n(-c2ccc(F)cc2)n1[EOS],42
11.6,Cc1nn(-c2cccc(F)c2)cc1-c1nc2ccccc2c2ccccc12,[BOS]Cc1nn(-c2cccc(F)c2)cc1-c1nc2ccccc2c2ccccc12[EOS],42
10.8,Cc1nc(-c2cc(NCc3ccc(Cl)nc3N3CCCCC3)nc(C(F)(F)F)c2)[nH]c(=N)c1Cl,[BOS]Cc1nc(-c2cc(NCc3ccc(Cl)nc3N3CCCCC3)nc(C(F)(F)F)c2)[nH]c(=N)c1Cl[EOS],42
11.0,CCn1nc(C[NH+]2CCCC3(CCCc4ccccc43)C2)c2ccccc2c1=O,[BOS]CCn1nc(C[NH+]2CCC[C@@]3(CCCc4ccccc43)C2)c2ccccc2c1=O[EOS],42
10.3,O=C(CCc1ncc(-c2ccccc2)o1)N1CCCc2cc(F)cc(F)c21,[BOS]O=C(CCc1ncc(-c2ccccc2)o1)N1CCCc2cc(F)cc(F)c21[EOS],42
10.6,CC(N=Nc1nc(N)nc(Nc2ccccc2)n1)C(C)c1ccc(F)cc1F,[BOS]CC(N=Nc1nc(N)nc(Nc2ccccc2)n1)[C@@H](C)c1ccc(F)cc1F[EOS],42
12.9,CC1CCCc2ccccc2C1NC(=O)c1nc(-c2ccccc2)n(-c2ccc(F)cc2)n1,[BOS]C[C@H]1CCCc2ccccc2[C@@H]1NC(=O)c1nc(-c2ccccc2)n(-c2ccc(F)cc2)n1[EOS],42
12.7,Fc1ccccc1CCc1nc2cc(Cl)ccc2n1-c1ccccc1-c1nnc(-c2cc3ccccc3c3ccccc23)o1,[BOS]Fc1ccccc1CCc1nc2cc(Cl)ccc2n1-c1ccccc1-c1nnc(-c2cc3ccccc3c3ccccc23)o1[EOS],42
11.6,O=c1[nH]c2ccc(-c3noc(-c4ccccc4OCc4ccccc4F)n3)cc2[nH]1,[BOS]O=C1[nH]c2ccc(-c3noc(-c4ccccc4OCc4ccccc4F)n3)cc2[nH]1[EOS],42
11.6,O=C(Nc1cc(C2CCCCN2C(=O)C2Cc3ccccc3C2)[nH]n1)C1C2Sc3ccccc3C21,[BOS]O=C(Nc1cc([C@@H]2CCCCN2C(=O)C2Cc3ccccc3C2)[nH]n1)[C@@H]1[C@H]2Sc3ccccc3[C@@H]21[EOS],42
11.6,O=C(Nc1ccccc1-c1n[nH]c(=O)[nH]1)c1nc(-c2ccncc2C2CCC2)oc1Cc1cccc(F)c1,[BOS]O=C(Nc1ccccc1-c1n[nH]c(=O)[nH]1)c1nc(-c2ccncc2C2CCC2)oc1Cc1cccc(F)c1[EOS],42
10.6,N#CC1(NC(=O)C=Cc2ccc3cc[nH]c3n2)Cc2ccccc2C1,[BOS]N#CC1(NC(=O)C=Cc2ccc3cc[nH]c3n2)Cc2ccccc2C1[EOS],42
10.9,Nc1nc(C[NH+]2CCCCC2c2ccccc2)cc(-c2ccc(F)cc2)n1,[BOS]Nc1nc(C[NH+]2CCCC[C@@H]2c2ccccc2)cc(-c2ccc(F)cc2)n1[EOS],42
11.1,Cc1ccn2c(=O)c(-c3nc(C4(c5ccc(Cl)cc5)CCCCC4)no3)cnc2c1,[BOS]Cc1ccn2c(=O)c(-c3nc(C4(c5ccc(Cl)cc5)CCCCC4)no3)cnc2c1[EOS][EOS][EOS],42
11.5,O=[N+]([O-])c1ccc2oc(C[NH2+]C(c3ccccc3)c3cccc4ccccc34)nc2c1,[BOS]O=[N+]([O-])c1ccc2oc(C[NH2+][C@@H](c3ccccc3)c3cccc4ccccc34)nc2c1[EOS],42
12.6,c1ccc(C([NH2+]CC2CCCN2c2ccccn2)c2cnc3c(-c4ccc5c(c4)CC4(CC4)c4ccncc4O5)ccn3c2)nc1,[BOS]c1ccc([C@@H]([NH2+]C[C@H]2CCCN2c2ccccn2)c2cnc3c(-c4ccc5c(c4)CC4(CC4)c4ccncc4O5)ccn3c2)nc1[EOS],42
10.8,CC1(C)Cc2cccc(C(=O)NC3(Cc4ccc(F)cc4Cl)CCOCC3)c2O1,[BOS]CC1(C)Cc2cccc(C(=O)NC3(Cc4ccc(F)cc4Cl)CCOCC3)c2O1[EOS],42
14.3,c1ccc(N(c2ccc3c(c2)CCCN3c2cccc3cc4c(nc23)c2ccccc2c2cccc[n+]24)c2ccc3ccccc3n2)cc1,[BOS]c1ccc(N(c2ccc3ccccc3n2)c2ccc3c(c2)CCCN3c2cccc3cc4c(nc23)-c2ccccc2-c2cccc[n+]2-4)cc1[EOS],42
11.3,Cc1ccc2ccc(F)c(-c3nc(-c4cc(OC5CCC5)c5ccccc5n4)ncc3F)c2n1,[BOS]Cc1ccc2ccc(F)c(-c3nc(-c4cc(OC5CCC5)c5ccccc5n4)ncc3F)c2n1[EOS],42
11.0,CC(Oc1ccccc1F)c1nc(C(C)(C)c2ccc3ccccc3c2)no1,[BOS]C[C@@H](Oc1ccccc1F)c1nc(C(C)(C)c2ccc3ccccc3c2)no1[EOS],42
11.4,Cc1cnc2[nH]c(C(=O)N3C4CCC3CC(NC(=O)C3CC35C(=O)Nc3ccccc35)C4)cc2c1,[BOS]Cc1cnc2[nH]c(C(=O)N3[C@@H]4CC[C@H]3C[C@@H](NC(=O)[C@H]3C[C@@]35C(=O)Nc3ccccc35)C4)cc2c1[EOS],42
11.3,CC(C)c1cc(NC(O)=NC(c2ccccc2)c2cccc(F)c2)n(-c2ncccn2)n1,[BOS]CC(C)c1cc(NC(O)=N[C@@H](c2ccccc2)c2cccc(F)c2)n(-c2ncccn2)n1[EOS],42
11.2,CC1CCc2nc(CNC(c3ccc4ccccc4c3)C(O)C(F)(F)F)[nH]c2C1,[BOS]C[C@@H]1CCc2nc(CN[C@H](c3ccc4ccccc4c3)[C@@H](O)C(F)(F)F)[nH]c2C1[EOS],42
11.7,O=C(NC1CC2CCC(C1)N2C(=O)c1nnc(-c2ccccc2)o1)C1C2CCCC1c1ccccc1N2,[BOS]O=C(N[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)c1nnc(-c2ccccc2)o1)[C@H]1[C@@H]2CCC[C@H]1c1ccccc1N2[EOS],42
12.0,O=C(NC(Cc1cccc(F)c1)c1cccc(F)c1)c1cc(-c2ccccc2)nc2c1cnn2C1CCCC1,[BOS]O=C(N[C@@H](Cc1cccc(F)c1)c1cccc(F)c1)c1cc(-c2ccccc2)nc2c1cnn2C1CCCC1[EOS],42
11.4,COc1ccc(F)cc1-c1nc(-c2ccccc2Oc2ccc3cccnc3c2)c(C(=O)Nc2ccccn2)s1,[BOS]COc1ccc(F)cc1-c1nc(-c2ccccc2Oc2ccc3cccnc3c2)c(C(=O)Nc2ccccn2)s1[EOS],42
12.1,c1ccc2c3c(ccc2c1)[N-]C(c1c(N(c2ccc4[nH]c5ccccc5c4c2)c2nccs2)ncc2ccccc12)[NH2+]CC3,[BOS]c1csc(N(c2ccc3[nH]c4ccccc4c3c2)c2ncc3ccccc3c2C2[NH2+]CCc3c(ccc4ccccc34)[N-]2)n1[EOS],42
11.5,Cc1nc(-c2cc(NC(=O)N3CCCC4C(C)CC(C)C43)cc(C(F)(F)F)c2)n[nH]1,[BOS]Cc1nc(-c2cc(NC(=O)N3CCC[C@@H]4[C@H](C)C[C@H](C)[C@H]43)cc(C(F)(F)F)c2)n[nH]1[EOS],42
9.4,Cc1ccc(C(N)C[NH2+]Cc2nn(-c3ccc(F)cc3)c3c2CCC3)cc1,[BOS]Cc1ccc([C@H](N)C[NH2+]Cc2nn(-c3ccc(F)cc3)c3c2CCC3)cc1[EOS],42
13.1,Cc1nnnn1-c1cc(-c2ccccc2)cc(-c2cccc(Oc3ccc4ccc5cccc6ccc3c4c56)c2)c1,[BOS]Cc1nnnn1-c1cc(-c2cccc(Oc3ccc4ccc5cccc6ccc3c4c56)c2)cc(-c2ccccc2)c1[EOS],42
10.7,Cc1ccc(-c2csc(NC(=O)CC3C(=O)Nc4ccccc43)n2)c(C)c1,[BOS]Cc1ccc(-c2csc(NC(=O)C[C@@H]3C(=O)Nc4ccccc43)n2)c(C)c1[EOS],42
12.1,O=C(CC(c1ccccc1)c1ccccc1)Nc1nc(-c2ccccc2)c(-c2ccc(-c3ccccc3)cc2)o1,[BOS]O=C(CC(c1ccccc1)c1ccccc1)Nc1nc(-c2ccccc2)c(-c2ccc(-c3ccccc3)cc2)o1[EOS][EOS][EOS][EOS][EOS],42
11.0,CC(=Cc1ccc(C)o1)C(=O)Nc1cc(C2CCCCN2C(=O)CC2CCCc3ccccc32)[nH]n1,[BOS]CC(=Cc1ccc(C)o1)C(=O)Nc1cc([C@H]2CCCCN2C(=O)C[C@@H]2CCCc3ccccc32)[nH]n1[EOS],42
11.2,O=C(NCc1cn(-c2ccccc2)nc1-c1ccc(F)cc1)Nc1ccc2ccccc2n1,[BOS]O=C(NCc1cn(-c2ccccc2)nc1-c1ccc(F)cc1)Nc1ccc2ccccc2n1[EOS],42
11.9,O=C(Nc1cccc(C(F)F)c1)C1=CC2(CCCCC2)Oc2cccc(-c3ccccc3)c21,[BOS]O=C(Nc1cccc(C(F)F)c1)C1=CC2(CCCCC2)Oc2cccc(-c3ccccc3)c21[EOS],42
11.3,O=C(COc1ccccc1-c1nn[n-]n1)NC1(c2ccccc2)CCC(F)(F)CC1,[BOS]O=C(COc1ccccc1-c1nn[n-]n1)NC1(c2ccccc2)CCC(F)(F)CC1[EOS],42
11.1,COc1ccc(-c2nc(NC(=O)C(c3ccccc3)c3ccccc3)ncc2Br)cc1[N+](=O)[O-],[BOS]COc1ccc(-c2nc(NC(=O)C(c3ccccc3)c3ccccc3)ncc2Br)cc1[N+](=O)[O-][EOS][EOS][EOS][EOS][EOS][EOS][EOS][EOS],42
12.0,O=C(CNc1cc(-c2ccccc2)nc2nc(C3CCOC4(CCC4)C3)nn12)N1CCCCCC1c1cccc(O)c1,[BOS]O=C(CNc1cc(-c2ccccc2)nc2nc(C3CCOC4(CCC4)C3)nn12)N1CCCCC[C@@H]1c1cccc(O)c1[EOS],42
11.3,FC1(F)CCC(N=Nc2ccc(-c3cccnc3)nn2)(C(F)(F)F)CC1c1cccc2c1oc1ccccc12,[BOS]FC1(F)CCC(N=Nc2ccc(-c3cccnc3)nn2)(C(F)(F)F)C[C@H]1c1cccc2c1oc1ccccc12[EOS][EOS][EOS][EOS][EOS][EOS],42
10.7,O=C(NC(Cn1ccccc1=O)c1ccccc1)C1(c2ccc(F)cc2F)CCCCC1,[BOS]O=C(N[C@@H](Cn1ccccc1=O)c1ccccc1)C1(c2ccc(F)cc2F)CCCCC1[EOS],42
10.8,Cc1snc2sc(C(=O)Nc3cc(C4CCCCN4C(=O)Cc4ccc5c(c4)CCC5)[nH]n3)cc12,[BOS]Cc1snc2sc(C(=O)Nc3cc([C@H]4CCCCN4C(=O)Cc4ccc5c(c4)CCC5)[nH]n3)cc12[EOS],42
11.3,CCc1ccc(C=CC(=O)N2c3ccccc3CC2CNC(=O)C(F)(F)F)cc1,[BOS]CCc1ccc(C=CC(=O)N2c3ccccc3C[C@@H]2CNC(=O)C(F)(F)F)cc1[EOS],42
13.8,Oc1cc2ccccc2cc1-c1cc2cccc(-c3cccc(-c4c5ccccc5cc5cc6ccccc6cc45)c3)n2n1,[BOS]Oc1cc2ccccc2cc1-c1cc2cccc(-c3cccc(-c4c5ccccc5cc5cc6ccccc6cc45)c3)n2n1[EOS],42
11.4,O=C(c1cccc(Cc2ccccc2)c1)N1CCCC2CCC1C2c1nc(O)c2nnn(-c3ccccn3)c2n1,[BOS]O=C(c1cccc(Cc2ccccc2)c1)N1CCCC2CCC1C2c1nc(O)c2nnn(-c3ccccn3)c2n1[EOS],42
11.4,CC(C)n1nc(-c2cc3cc(O)ccc3o2)c2c(NC(=O)c3cc(F)c(C4CC4)c(F)c3)ncnc21,[BOS]CC(C)n1nc(-c2cc3cc(O)ccc3o2)c2c(NC(=O)c3cc(F)c(C4CC4)c(F)c3)ncnc21[EOS][EOS][EOS][EOS][EOS],42
12.7,C[NH+]1Cc2c(NS(=O)(=O)C3=Cc4ccc(OC(F)F)cc4CC3)cccc2C(c2ccccc2)C1,[BOS]C[NH+]1Cc2c(NS(=O)(=O)C3=Cc4ccc(OC(F)F)cc4CC3)cccc2[C@@H](c2ccccc2)C1[EOS],42
11.1,[NH3+]C1CCN(c2ccccc2NCC(=O)Nc2ccc3c(c2)OC2(CCCC2)O3)CC1,[BOS][NH3+]C1CCN(c2ccccc2NCC(=O)Nc2ccc3c(c2)OC2(CCCC2)O3)CC1[EOS],42
12.0,FC(F)(F)c1cc(-c2noc(C3CC4(CC[NH2+]CC4)c4ccccc43)n2)cc(C(F)(F)F)c1,[BOS]FC(F)(F)c1cc(-c2noc([C@@H]3CC4(CC[NH2+]CC4)c4ccccc43)n2)cc(C(F)(F)F)c1[EOS][EOS][EOS],42
11.3,O=c1ccc(-c2noc(CNS(=O)(=O)c3ccc4ccccc4c3F)n2)n[nH]1,[BOS]O=S(=O)(NCc1nc(-c2ccc(=O)[nH]n2)no1)c1ccc2ccccc2c1F[EOS],42
11.5,O=C(NCc1ccc(N2CCCC2=O)nc1)c1ccccc1C(=O)c1ccc(-c2ccccc2)cc1,[BOS]O=C(NCc1ccc(N2CCCC2=O)nc1)c1ccccc1C(=O)c1ccc(-c2ccccc2)cc1[EOS][EOS][EOS][EOS][EOS],42
10.9,CC([NH2+]C1CCCCC1c1ccccc1)c1nnn(-c2cccc(F)c2)c1C1CCOCC1,[BOS]C[C@H]([NH2+][C@@H]1CCCC[C@@H]1c1ccccc1)c1nnn(-c2cccc(F)c2)c1C1CCOCC1[EOS],42
11.5,Cc1ccc(-c2n[nH]c(=O)o2)cc1NC(=O)C1=Cc2ccccc2OC1C(F)(F)F,[BOS]Cc1ccc(-c2n[nH]c(=O)o2)cc1NC(=O)C1=Cc2ccccc2O[C@@H]1C(F)(F)F[EOS],42
